# Program:featureCounts v2.0.1; Command:"featureCounts" "-a" "data/yeast.gtf" "-o" "outputs/final_counts_matrix.txt" "outputs/STAR_alignment_results/yeastAligned.sortedByName.out.bam" 
Geneid	Chr	Start	End	Strand	Length	outputs/STAR_alignment_results/yeastAligned.sortedByName.out.bam
NM_001181550.1	chrX	192531	193466	+	936	10
NM_001181549.1	chrX	193860	194873	-	1014	6
NM_001181548.1	chrX	196287	197126	+	840	4
NM_001181547.2	chrX	197915	198595	+	681	0
NM_001181546.3	chrX;chrX	198678;199000	198998;203325	+;+	4647	0
NM_001181545.2	chrX	205305	207449	+	2145	0
NM_001181544.1	chrX	207877	209529	+	1653	6
NM_001181543.1	chrX	209922	211577	-	1656	4
NM_001181542.1	chrX	212000	217309	-	5310	12
NM_001181541.1	chrX	217705	218856	-	1152	4
NM_001181540.1	chrX	218853	220016	-	1164	0
NM_001181539.1	chrX	221390	223327	+	1938	0
NM_001181538.1	chrX	225055	226737	+	1683	0
NM_001181537.1	chrX	227327	227776	+	450	4
NR_132195.1	chrX	228094	228479	-	386	0
NM_001181536.1	chrX	229025	230881	-	1857	0
NM_001181535.1	chrX	231301	233760	+	2460	0
NM_001181534.1	chrX	234320	236356	-	2037	16
NM_001181533.1	chrX	237263	239086	+	1824	8
NM_001181532.1	chrX	239414	241654	+	2241	2
NM_001181531.1	chrX	242082	245258	+	3177	4
NM_001181530.1	chrX	245591	246244	+	654	0
NM_001181529.1	chrX	246490	246975	+	486	2
NM_001181528.1	chrX	247255	251691	+	4437	0
NM_001181527.1	chrX	251821	254442	-	2622	6
NM_001181526.1	chrX	254737	256812	-	2076	0
NM_001181525.1	chrX	257423	260947	+	3525	2
NM_001181523.1	chrX	262757	265051	-	2295	0
NM_001181522.1	chrX	265926	268415	+	2490	0
NM_001181521.1	chrX	268799	269815	+	1017	6
NM_001181520.1	chrX	270002	272485	-	2484	6
NM_001181518.1	chrX	272827	274698	+	1872	2
NM_001181517.1	chrX	274862	278002	-	3141	0
NM_001181516.1	chrX	278841	280655	+	1815	0
NM_001181515.1	chrX	281185	283380	+	2196	2
NM_001181514.1	chrX	283802	285271	-	1470	6
NM_001181513.1	chrX	285558	289226	-	3669	8
NM_001181512.1	chrX	289875	290774	-	900	11
NM_001181511.1	chrX	291336	293981	-	2646	0
NM_001184603.1	chrX	294047	294145	+	99	0
NM_001181510.1	chrX	294666	295061	-	396	1
NM_001270753.1	chrX	294799	294885	+	87	0
NM_001181509.1	chrX	295245	298814	+	3570	10
NM_001181507.1	chrX	299157	302849	-	3693	0
NM_001181506.3	chrX	303181	305118	+	1938	4
NM_001181505.1	chrX	305221	305862	-	642	0
NM_001181504.1	chrX	306132	307856	+	1725	0
NM_001181503.3	chrX	307971	310637	-	2667	0
NM_001181502.1	chrX	310922	312706	-	1785	0
NM_001181501.1	chrX	313016	313915	-	900	0
NM_001181499.3	chrX	314114	314872	-	759	0
NM_001181498.1	chrX	315054	315557	-	504	0
NM_001181496.1	chrX	315759	316475	-	717	6
NM_001184477.3	chrX	316723	316980	+	258	3
NM_001181495.1	chrX	317284	319776	+	2493	2
NM_001181494.1	chrX	320016	322157	+	2142	0
NM_001181493.3	chrX	323386	324720	+	1335	4
NM_001181492.1	chrX	324964	326190	+	1227	0
NM_001181491.1	chrX	326242	327873	-	1632	0
NM_001181490.3	chrX	328118	330121	-	2004	4
NM_001181489.1	chrX	330431	333073	-	2643	6
NM_001181488.1	chrX	333357	334094	+	738	8
NM_001181487.3	chrX	334265	335701	+	1437	0
NM_001181486.1	chrX	335898	337037	+	1140	2
NM_001184476.1	chrX	337884	338003	-	120	0
NM_001181485.3	chrX	338271	339269	+	999	16
NM_001181484.1	chrX	339787	342255	+	2469	4
NM_001181483.1	chrX	342522	345743	+	3222	16
NM_001181482.3	chrX	345973	347325	+	1353	2
NM_001181481.1	chrX	347447	348637	-	1191	6
NM_001184635.1	chrX	349044	349178	-	135	0
NR_132196.1	chrX	349130	349233	-	104	0
NM_001181480.3	chrX	349580	352108	-	2529	2
NM_001181479.1	chrX	352386	353615	+	1230	2
NM_001181478.1	chrX	356024	357928	+	1905	0
NM_001181477.3	chrX	358300	359676	-	1377	2
NM_001181476.1	chrX	360130	360903	+	774	0
NM_001181475.1	chrX	361249	365445	+	4197	6
NM_001181474.3	chrX;chrX	365784;365903	365784;368373	+;+	2472	12
NM_001181473.1	chrX	368748	373799	-	5052	10
NM_001181472.1	chrX	375115	375774	-	660	0
NM_001181471.3	chrX	376662	377336	+	675	0
NM_001181470.1	chrX	378825	380096	+	1272	7
NM_001181469.1	chrX	380249	381001	-	753	2
NM_001181468.3	chrX	381327	383375	+	2049	14
NM_001181467.1	chrX	383837	386149	+	2313	10
NM_001181465.1	chrX;chrX	386368;387436	387348;387438	-;-	984	4
NM_001181464.3	chrX	387657	388247	+	591	4
NM_001181463.1	chrX	388385	390853	-	2469	4
NM_001181462.1	chrX	391311	391646	+	336	0
NM_001181461.3	chrX	391833	392249	-	417	0
NM_001181459.1	chrX	393967	395511	+	1545	4
NM_001181458.3	chrX;chrX	395931;396571	396493;396592	-;-	585	2
NM_001181457.1	chrX	397355	398398	-	1044	2
NM_001181454.1	chrX	398937	402410	-	3474	2
NM_001181453.3	chrX	402897	404945	+	2049	0
NM_001181450.1	chrX	405588	407273	+	1686	4
NM_001181448.1	chrX	407558	409162	+	1605	10
NM_001181447.3	chrX	409493	411040	-	1548	2
NM_001181446.1	chrX	411234	413399	-	2166	12
NM_001181445.2	chrX	414285	414770	-	486	2
NM_001181444.3	chrX	417562	419562	-	2001	6
NM_001181442.2	chrX	419957	421663	-	1707	16
NM_001348847.1	chrX	422698	423012	-	315	0
NM_001181440.1	chrX	423138	424109	-	972	2
NM_001181439.3	chrX	425157	431237	+	6081	2
NM_001181438.1	chrX	431589	432200	-	612	0
NM_001181437.1	chrX	432644	433000	+	357	0
NM_001181436.3	chrX	433221	434651	-	1431	10
NM_001181435.1	chrX;chrX	435163;435344	435227;435926	+;+	648	8
NM_001181658.1	chrX	436802	438610	+	1809	6
NM_001181659.3	chrX	438865	440646	+	1782	4
NM_001181660.1	chrX	440994	442553	-	1560	0
NM_001181661.1	chrX	442909	444861	-	1953	4
NM_001181662.3	chrX	445923	448025	+	2103	6
NM_001184533.1	chrX	448477	448758	-	282	0
NM_001181663.1	chrX	449202	450665	+	1464	2
NM_001181664.3	chrX	451020	451934	+	915	6
NM_001181665.1	chrX	452430	453446	+	1017	4
NM_001181666.1	chrX	453683	454681	-	999	135
NM_001181668.3	chrX	456239	457774	+	1536	25
NM_001181667.1	chrX	458077	458361	-	285	2
NM_001181669.1	chrX	458641	459426	-	786	0
NM_001181670.3	chrX	459795	460418	-	624	2
NM_001181671.1	chrX	460382	461593	+	1212	0
NM_001181672.1	chrX	461829	462425	+	597	4
NM_001181673.3	chrX	462721	464253	+	1533	4
NM_001181674.1	chrX	464451	466208	-	1758	24
NM_001181675.1	chrX	466521	467033	-	513	4
NM_001181677.3	chrX	467232	468281	-	1050	0
NM_001181679.1	chrX;chrX	468555;469264	469183;469579	-;-	945	2
NM_001181680.1	chrX	469784	470113	+	330	0
NM_001181682.3	chrX	470230	470964	-	735	2
NM_001181683.1	chrX	471138	471671	-	534	4
NM_001181684.3	chrX	472760	474082	+	1323	0
NM_001181685.2	chrX;chrX	472760;474063	474061;478028	+;+	5268	0
NM_001181686.1	chrX	478344	479666	+	1323	0
NM_001181687.2	chrX;chrX	478344;479646	479644;483612	+;+	5268	0
NM_001181688.3	chrX	483959	486196	-	2238	2
NM_001181689.1	chrX	486586	490812	-	4227	4
NM_001181690.1	chrX	491081	492262	+	1182	7
NM_001181691.3	chrX	492378	496451	-	4074	0
NM_001181692.1	chrX	496683	497009	+	327	2
NM_001181693.1	chrX	497355	500612	+	3258	4
NM_001181694.3	chrX	500713	503391	-	2679	2
NM_001181697.1	chrX	503936	507301	+	3366	0
NM_001181698.1	chrX	507746	510085	+	2340	2
NM_001181699.3	chrX	510239	513763	-	3525	2
NM_001181700.1	chrX	514055	516289	+	2235	4
NM_001181701.1	chrX	516461	517513	-	1053	4
NM_001181702.3	chrX	518763	519185	-	423	2
NM_001181703.1	chrX	519638	521602	-	1965	49
NM_001181704.1	chrX	522048	523862	+	1815	4
NM_001181705.3	chrX	524908	525381	-	474	0
NM_001181706.1	chrX	526335	526664	+	330	18
NM_001181707.1	chrX	526884	528476	-	1593	4
NM_001181708.3	chrX	528697	529404	+	708	2
NM_001181709.1	chrX	529861	531366	+	1506	4
NM_001181710.1	chrX	532062	533759	+	1698	6
NM_001181711.3	chrX	534027	535751	+	1725	0
NM_001181712.1	chrX	536056	537549	+	1494	0
NM_001181713.1	chrX	538772	539266	+	495	0
NM_001181714.3	chrX	541792	542502	-	711	4
NM_001181715.1	chrX	544062	544712	+	651	0
NM_001181716.1	chrX	544732	545175	-	444	4
NM_001181717.3	chrX	545787	548243	+	2457	0
NM_001181718.1	chrX	548759	549814	+	1056	1
NM_001181719.1	chrX	550511	553318	+	2808	4
NM_001181720.3	chrX	553476	554849	-	1374	2
NM_001181721.1	chrX	555195	555572	+	378	6
NM_001181722.1	chrX	555914	557602	+	1689	14
NM_001181723.3	chrX	557809	559158	-	1350	2
NM_001181724.1	chrX	559416	566828	+	7413	0
NM_001181725.1	chrX	567019	567444	-	426	0
NM_001181726.3	chrX	567643	568704	+	1062	4
NM_001181727.1	chrX	568806	569399	-	594	2
NM_001181728.1	chrX	569621	570598	-	978	11
NM_001181730.3	chrX	570967	572124	-	1158	10
NM_001181731.1	chrX	572315	572935	-	621	10
NM_001181732.1	chrX	573095	573751	+	657	0
NM_001181733.3	chrX	573981	575171	+	1191	13
NM_001181734.1	chrX	575354	576601	-	1248	8
NM_001181735.1	chrX	577255	578190	-	936	30
NM_001181736.3	chrX	578860	580221	+	1362	0
NM_001181737.1	chrX;chrX	580205;581053	580347;581239	+;+	330	0
NM_001181738.1	chrX	580432	581616	-	1185	4
NM_001181739.3	chrX	581914	582255	-	342	5
NM_001181740.1	chrX	582608	583537	-	930	4
NM_001181741.1	chrX	583733	585004	+	1272	2
NM_001181742.3	chrX	585120	585437	-	318	6
NM_001181743.1	chrX	586068	586400	+	333	0
NM_001181745.1	chrX	586495	587373	-	879	0
NM_001181746.3	chrX	587718	590582	+	2865	2
NM_001181747.1	chrX	590872	594327	-	3456	4
NM_001181748.1	chrX	595061	598336	-	3276	2
NM_001181749.3	chrX	598735	603078	+	4344	2
NM_001181750.1	chrX	603220	604203	-	984	0
NM_001181751.1	chrX	604569	605651	-	1083	0
NR_132197.1	chrX	605936	607424	-	1489	0
NM_001181752.3	chrX;chrX	608305;608582	608306;608858	+;+	279	24
NM_001181753.1	chrX	609773	610741	+	969	4
NM_001181754.1	chrX	611195	612043	+	849	2
NM_001181755.3	chrX	612413	612931	+	519	0
NM_001181756.2	chrX	613186	615156	-	1971	0
NM_001181757.1	chrX	615576	616286	+	711	2
NM_001181758.3	chrX	616351	617334	-	984	3
NM_001181759.1	chrX	618234	619034	+	801	4
NM_001181760.1	chrX	619157	619765	-	609	0
NM_001181761.4	chrX	620754	622490	+	1737	2
NM_001181762.1	chrX	622550	623014	-	465	16
NM_001181763.1	chrX	623581	624603	+	1023	30
NM_001181764.4	chrX	624838	627015	+	2178	0
NM_001181765.2	chrX	627340	628326	+	987	0
NM_001181766.1	chrX	628712	629083	+	372	0
NM_001181767.3	chrX	629585	632941	-	3357	6
NM_001181768.1	chrX	633615	635681	+	2067	4
NM_001181769.1	chrX	635855	636706	-	852	3
NM_001181770.3	chrX	637030	637635	+	606	2
NM_001184523.1	chrX;chrX	637790;637859	637809;638168	+;+	330	0
NM_001181771.1	chrX	638232	638975	-	744	4
NM_001181773.3	chrX	639942	640451	+	510	0
NM_001181774.1	chrX	640825	641664	+	840	2
NM_001181775.1	chrX	642007	643368	+	1362	4
NM_001181776.3	chrX	643490	644101	-	612	4
NM_001181777.1	chrX	644304	646490	-	2187	4
NM_001181778.1	chrX	647126	647476	+	351	1
NM_001181779.3	chrX	647607	649142	+	1536	83
NM_001181780.1	chrX	649776	651269	+	1494	0
NM_001181781.1	chrX	651901	652578	+	678	119
NM_001181782.3	chrX	652892	654238	-	1347	4
NM_001181784.1	chrX	656254	658689	-	2436	4
NM_001181785.3	chrX	658917	663059	-	4143	2
NM_001348848.1	chrX	662921	663280	+	360	0
NR_132198.1	chrX	663749	663942	+	194	0
NM_001181787.2	chrX	664000	665019	-	1020	0
NM_001181788.1	chrX	665218	667137	-	1920	2
NM_001181789.3	chrX	667644	669293	+	1650	0
NM_001181790.2	chrX	669522	672668	+	3147	4
NM_001181791.1	chrX	672991	673620	+	630	0
NM_001181792.3	chrX	673729	675852	-	2124	10
NM_001181793.1	chrX	676059	676778	-	720	0
NM_001184382.1	chrX	676971	677234	+	264	0
NM_001181794.3	chrX	677441	678706	-	1266	0
NM_001181795.1	chrX	678957	683285	-	4329	34
NM_001181796.2	chrX	684567	689321	+	4755	2
NM_001181797.3	chrX	689445	690524	-	1080	21
NM_001181798.1	chrX	690750	695696	-	4947	0
NM_001181799.1	chrX	695906	696949	+	1044	0
NM_001181800.3	chrX	697141	698169	+	1029	2
NM_001181801.1	chrX	698326	700614	-	2289	2
NM_001181802.1	chrX	700882	701691	+	810	0
NM_001181803.3	chrX;chrX	702027;703055	702798;703068	-;-	786	53
NM_001270754.1	chrX	703885	704238	+	354	2
NM_001181805.1	chrX	704196	705272	+	1077	0
NM_001181806.1	chrX	705744	706874	+	1131	8
NM_001181807.4	chrX	707160	708374	+	1215	2
NM_001181808.4	chrX	708811	709707	-	897	0
NM_001181809.2	chrX	712255	715740	-	3486	0
NM_001184556.1	chrX	717580	717630	+	51	0
NM_001181810.3	chrX	719666	721297	+	1632	2
NM_001181811.3	chrX	722815	723900	+	1086	0
NM_001181812.1	chrX	725784	726824	+	1041	2
NM_001181813.1	chrX	727405	728271	+	867	2
NM_001181814.3	chrX	728574	729596	-	1023	406
NM_001181816.3	chrX	732440	734143	+	1704	0
NM_001181817.1	chrX	736044	737117	+	1074	0
NM_001181818.1	chrX	738008	739816	-	1809	0
NM_001181819.3	chrX	742848	743999	-	1152	0
NM_001178287.1	chrII	127895	132040	-	4146	4
NM_001180056.2	chrII;chrII	259869;261175	261173;265140	+;+	5271	0
NM_001178426.2	chrII;chrII	393123;393511	393180;394742	+;+	1290	54
NM_001178488.3	chrII	517350	526628	-	9279	0
NM_001180054.1	chrII	280	2658	-	2379	0
NM_001180053.1	chrII	2582	2899	-	318	0
NM_001180052.1	chrII;chrII	2907;4216	4116;5009	-;-	2004	0
NM_001184458.1	chrII	7605	7733	-	129	0
NM_001178347.1	chrII	9961	10551	-	591	2
NM_001178346.2	chrII	10847	13879	-	3033	4
NM_001178345.2	chrII	14241	17696	-	3456	6
NM_001178344.1	chrII	18177	21293	-	3117	4
NM_001178343.1	chrII	22076	23536	-	1461	0
NM_001178342.1	chrII	24098	24745	+	648	0
NM_001178341.1	chrII	24946	28299	-	3354	0
NM_001184585.1	chrII	28427	28546	+	120	0
NM_001180049.1	chrII	29935	31251	+	1317	0
NM_001180050.2	chrII;chrII	29935;31229	31227;35248	+;+	5313	0
NM_001178339.2	chrII	37053	38690	+	1638	52
NM_001178338.1	chrII	39145	40527	+	1383	0
NM_001178337.2	chrII	40831	43095	+	2265	0
NM_001178335.1	chrII	43277	44089	+	813	4
NM_001178333.1	chrII	44256	44918	-	663	2
NM_001178332.1	chrII	45978	46370	+	393	65
NM_001184321.1	chrII;chrII	46565;47147	47058;47180	-;-	528	2
NM_001178331.2	chrII	47363	48628	-	1266	6
NM_001178330.1	chrII	48825	49358	+	534	2
NM_001178329.1	chrII	49574	50953	+	1380	0
NM_001178328.2	chrII	51019	59382	-	8364	0
NM_001178327.1	chrII;chrII	59822;60698	60193;60739	-;-	414	20
NM_001178326.1	chrII	61202	62602	-	1401	2
NM_001178325.1	chrII	63876	66818	+	2943	2
NM_001178324.2	chrII	67169	69445	-	2277	2
NM_001178322.1	chrII	69751	71127	-	1377	4
NM_001178321.1	chrII	71866	72972	+	1107	4
NM_001178320.2	chrII	73070	74695	-	1626	0
NM_001178319.1	chrII	75259	79767	+	4509	6
NM_001178318.1	chrII	80378	80731	-	354	2
NM_001178316.1	chrII	81043	84261	-	3219	30
NM_001178315.1	chrII	84499	86448	-	1950	6
NM_001178314.1	chrII	86722	87789	-	1068	0
NR_132151.1	chrII	88190	88277	+	88	0
NM_001178312.1	chrII	88523	89125	-	603	47
NM_001184584.1	chrII	89458	89556	-	99	0
NM_001184454.1	chrII	89978	90226	+	249	0
NM_001346794.1	chrII	90223	90531	-	309	0
NM_001178309.1	chrII	90741	92030	+	1290	0
NM_001178308.2	chrII	92414	93394	+	981	4
NM_001178307.2	chrII	93639	95882	-	2244	4
NM_001178306.1	chrII	96669	100115	-	3447	4
NM_001178304.1	chrII	100371	101156	-	786	4
NM_001178303.1	chrII	101886	105221	+	3336	4
NM_001178301.1	chrII	105316	107406	-	2091	8
NM_001178300.1	chrII	107932	109995	+	2064	0
NM_001184440.1	chrII;chrII	110125;110506	110420;110539	-;-	330	2
NM_001178299.1	chrII;chrII	110594;110949	110879;111244	+;+	582	2
NM_001178298.1	chrII	111437	112708	+	1272	2
NM_001178297.2	chrII	112801	113427	-	627	4
NM_001178296.2	chrII	113762	115168	+	1407	9
NM_001178295.1	chrII	115573	116829	-	1257	5
NM_001178294.1	chrII	117589	119166	+	1578	4
NM_001178292.1	chrII	119379	121874	-	2496	0
NM_001178291.1	chrII	122753	124759	-	2007	10
NM_001178290.1	chrII;chrII	125125;125271	125154;126119	+;+	879	8
NM_001178289.1	chrII	126828	127244	+	417	0
NM_001348869.1	chrII	127299	127610	+	312	0
NM_001178286.1	chrII	132424	133749	+	1326	2
NM_001178285.1	chrII	134143	135516	-	1374	36
NM_001178284.1	chrII	135998	136366	+	369	0
NM_001178283.1	chrII	136688	137461	+	774	4
NM_001178282.1	chrII	138341	140260	-	1920	21
NM_001178281.1	chrII	141247	141972	+	726	8
NM_001178280.1	chrII;chrII	142112;142847	142749;142868	-;-	660	4
NM_001184527.1	chrII	143393	143572	+	180	0
NM_001178279.1	chrII	143989	145728	-	1740	8
NM_001178278.1	chrII	146187	146885	+	699	6
NM_001178277.1	chrII	147209	150286	+	3078	0
NM_001178276.1	chrII	150447	151220	-	774	2
NM_001178275.1	chrII	151493	153610	-	2118	2
NM_001178274.1	chrII	153848	158389	-	4542	2
NM_001178273.1	chrII	158656	159693	-	1038	2
NM_001178272.1	chrII	160184	161329	+	1146	9
NM_001178271.1	chrII	161699	162715	+	1017	0
NM_001178270.1	chrII	163041	163997	-	957	40
NM_001184457.1	chrII	164488	164772	-	285	0
NM_001178269.1	chrII	166134	167264	+	1131	4
NM_001178268.1	chrII	167518	167838	-	321	8
NM_001178267.1	chrII;chrII	168423;168809	168424;169376	+;+	570	51
NM_001178266.1	chrII;chrII	170623;170805	170676;171038	+;+	288	0
NM_001178265.1	chrII	171481	171918	+	438	1
NM_001178264.1	chrII	172534	174588	+	2055	15
NM_001178263.1	chrII	174920	177526	-	2607	0
NM_001178262.1	chrII	177874	181275	-	3402	12
NM_001178261.1	chrII	181660	182094	-	435	2
NM_001178260.1	chrII	182401	184125	+	1725	8
NM_001178259.1	chrII	184353	185915	+	1563	0
NM_001178258.1	chrII;chrII	185998;186428	186352;186474	-;-	402	2
NM_001178257.1	chrII	186844	191583	-	4740	6
NM_001178256.1	chrII	192451	193512	+	1062	6
NM_001178255.1	chrII	194122	195702	+	1581	2
NM_001178254.2	chrII	199064	201748	-	2685	2
NM_001178253.1	chrII	202056	203261	+	1206	0
NM_001178251.1	chrII	203538	205817	+	2280	2
NM_001178250.1	chrII	206107	206949	-	843	0
NM_001178249.1	chrII	207194	209224	+	2031	2
NM_001184539.1	chrII	209409	209648	+	240	0
NM_001178248.2	chrII	209653	212175	+	2523	2
NM_001178247.1	chrII	212632	216366	-	3735	0
NM_001178246.1	chrII	216587	217129	-	543	4
NM_001178245.1	chrII	217470	220400	+	2931	6
NM_001180047.1	chrII	221330	222652	+	1323	0
NM_001180048.2	chrII;chrII	221330;222636	222634;226598	+;+	5268	0
NM_001178244.1	chrII	227636	235117	+	7482	8
NM_001178243.1	chrII	235394	235792	-	399	16
NM_001178242.1	chrII	236492	236887	+	396	9
NM_001178241.1	chrII	237153	237467	-	315	8
NM_001178349.1	chrII	238941	241283	-	2343	2
NM_001178350.1	chrII	241708	242568	-	861	4
NM_001178351.1	chrII	242809	244230	+	1422	0
NM_001178352.2	chrII	244366	245667	-	1302	2
NM_001178353.1	chrII	245906	246547	+	642	2
NM_001178354.1	chrII	247010	248503	+	1494	1
NM_001178355.2	chrII	248806	251016	-	2211	2
NM_001178356.1	chrII	252563	254209	-	1647	0
NM_001178357.1	chrII	255373	255684	-	312	22
NM_001178358.1	chrII	256331	256741	+	411	37
NM_001178359.1	chrII	257112	257975	-	864	55
NM_001180055.1	chrII	259869	261191	+	1323	0
NM_001178361.1	chrII	265492	265881	-	390	0
NM_001178362.1	chrII	266725	267336	-	612	8
NM_001178363.1	chrII	267710	269503	-	1794	12
NM_001178364.1	chrII	270247	270633	+	387	2
NM_001178365.1	chrII	270947	273703	-	2757	6
NM_001178366.1	chrII	274427	275527	-	1101	0
NM_001178367.1	chrII	276253	278352	-	2100	0
NM_001178368.1	chrII	279021	280607	+	1587	0
NM_001178369.1	chrII	281443	283344	+	1902	0
NM_001178370.1	chrII	283738	284271	+	534	0
NM_001178371.1	chrII	284428	287925	-	3498	4
NM_001178372.1	chrII	289445	290350	+	906	7
NM_001178373.1	chrII	290681	291865	-	1185	16
NM_001178374.1	chrII	292877	294019	-	1143	0
NM_001346795.1	chrII	294024	294356	-	333	0
NM_001178376.1	chrII	294425	296002	-	1578	6
NM_001178377.1	chrII	296369	297742	-	1374	10
NM_001178378.1	chrII	298292	299950	+	1659	4
NM_001178379.1	chrII	300166	301254	+	1089	28
NM_001346796.1	chrII	301519	301821	+	303	0
NM_001178381.1	chrII	301944	304703	+	2760	0
NM_001178382.1	chrII	304930	305976	-	1047	20
NM_001178383.1	chrII	306269	306955	-	687	8
NR_132152.1	chrII	307185	307345	-	161	0
NR_132153.1	chrII	307587	308887	+	1301	0
NM_001178384.1	chrII	309081	310313	-	1233	10
NM_001178385.1	chrII	310565	311452	-	888	2
NM_001178386.1	chrII	311898	314789	+	2892	0
NM_001178387.1	chrII	315575	316510	+	936	12
NM_001178388.1	chrII	316968	317864	+	897	0
NM_001178389.1	chrII	318266	320275	+	2010	9
NM_001178390.1	chrII	320416	321609	-	1194	0
NM_001178391.2	chrII	321876	323945	-	2070	4
NM_001178392.2	chrII	324341	326059	-	1719	0
NM_001178393.2	chrII	328173	330092	-	1920	0
NM_001178394.1	chrII	330507	331511	-	1005	4
NM_001178395.1	chrII	331833	332360	+	528	2
NM_001178396.1	chrII;chrII	332831;333387	332875;333812	+;+	471	42
NM_001178397.1	chrII	334386	336818	-	2433	3
NM_001178398.1	chrII	337183	338199	-	1017	0
NM_001178400.1	chrII	338720	339352	-	633	0
NM_001178401.1	chrII	339675	340751	-	1077	0
NM_001178402.1	chrII	343101	344135	+	1035	2
NM_001178403.1	chrII	344602	347301	-	2700	2
NM_001178404.1	chrII	347879	349384	+	1506	0
NM_001270739.1	chrII	351255	351455	+	201	1
NM_001178405.1	chrII	352193	353293	-	1101	0
NM_001178406.1	chrII	353672	356017	-	2346	2
NM_001184442.3	chrII	356324	356566	-	243	2
NM_001178407.1	chrII	356861	360187	-	3327	0
NM_001178408.1	chrII	360652	362514	-	1863	4
NM_001178409.3	chrII	364787	365719	-	933	2
NM_001178410.1	chrII;chrII	365976;366585	366502;366600	-;-	543	2
NM_001178411.1	chrII	366970	368184	-	1215	2
NM_001178413.3	chrII	368584	369678	-	1095	2
NM_001178414.1	chrII	370037	370699	-	663	6
NM_001178415.1	chrII	372103	372735	-	633	20
NM_001178416.4	chrII	373861	375690	-	1830	4
NM_001178417.1	chrII	376574	378433	-	1860	2
NM_001178418.1	chrII	379221	379934	-	714	0
NM_001178419.3	chrII	380411	381046	+	636	0
NM_001178420.1	chrII	382030	382674	+	645	8
NM_001184540.1	chrII	382860	383021	-	162	0
NM_001178421.4	chrII	383112	385988	+	2877	2
NM_001178422.2	chrII	386286	389216	+	2931	2
NM_001178424.2	chrII	390227	391291	+	1065	0
NM_001178425.3	chrII	391805	392293	-	489	3
NM_001178427.1	chrII	395383	398277	-	2895	24
NM_001178428.3	chrII	398614	400890	-	2277	12
NM_001178429.1	chrII	401253	405251	-	3999	0
NM_001178430.1	chrII;chrII	406628;407123	407027;407169	-;-	447	19
NM_001178431.3	chrII	409169	410629	+	1461	0
NM_001178432.1	chrII	411054	413981	+	2928	6
NM_001180057.1	chrII;chrII	414186;415260	414753;415261	-;-	570	61
NM_001178433.3	chrII	415983	416906	+	924	2
NM_001184443.1	chrII	418907	419164	-	258	5
NM_001178434.1	chrII	420201	423041	-	2841	9
NM_001178435.3	chrII	423765	424829	+	1065	10
NM_001178436.1	chrII	424990	425766	-	777	2
NM_001180058.2	chrII	426190	426489	-	300	0
NM_001178438.4	chrII;chrII	426333;426874	426516;427058	-;-	369	0
NM_001178439.1	chrII	427155	427484	-	330	0
NM_001178440.1	chrII	427698	429101	-	1404	143
NM_001178441.3	chrII	429548	430951	-	1404	3
NM_001178442.2	chrII	432036	434297	+	2262	4
NM_001178443.1	chrII	434406	435698	-	1293	0
NM_001178444.3	chrII	436021	436713	+	693	10
NM_001178445.2	chrII	436951	441315	+	4365	2
NM_001178446.1	chrII	441515	443590	+	2076	4
NM_001178449.3	chrII	443821	444693	-	873	8
NM_001178450.1	chrII	445062	447323	-	2262	0
NM_001178451.1	chrII	447709	449316	+	1608	4
NM_001178452.3	chrII	449667	450656	+	990	0
NM_001178453.1	chrII	450881	451969	-	1089	6
NM_001178454.1	chrII	452658	453224	+	567	28
NM_001178455.3	chrII	453793	454530	-	738	0
NM_001178456.2	chrII	454822	457665	+	2844	0
NM_001178457.1	chrII	457919	458362	-	444	4
NM_001178458.3	chrII	458872	460221	+	1350	0
NM_001178459.1	chrII	461178	461873	-	696	6
NM_001184520.1	chrII;chrII;chrII	462139;462290;462500	462209;462429;462579	+;+;+	291	8
NM_001178460.3	chrII	462870	465770	-	2901	4
NM_001178462.1	chrII	467248	469620	+	2373	2
NM_001178463.1	chrII	469748	473926	-	4179	22
NM_001178465.3	chrII	474392	476437	-	2046	0
NM_001178466.1	chrII	477671	479047	+	1377	24
NM_001178467.1	chrII;chrII	479338;479435	479345;480323	+;+	897	0
NM_001178468.3	chrII	480435	480923	-	489	0
NM_001178469.2	chrII	481364	483367	-	2004	38
